70, Female, Meghalaya, 6857177368, 160.65 cm, 65.18 kg
62, Female, Jharkhand, 6437868361, 150.25 cm, 66.85 kg
96, Male, Tamil Nadu, 7375372376, 149.99 cm, 71.66 kg
43, Female, Manipur, 8828874652, 157.46 cm, 70.34 kg
25, Female, Nagaland, 8442377764, 148.79 cm, 58.72 kg
30, Female, Tamil Nadu, 9342715348, 153.4 cm, 66.26 kg
34, Female, Meghalaya, 6583688358, 161.28 cm, 69.01 kg
38, Female, Telangana, 8841828632, 147.03 cm, 71.26 kg
96, Male, Madhya Pradesh, 9657345257, 158.39 cm, 68.55 kg
34, Male, Chhattisgarh, 7787667261, 148.67 cm, 74.73 kg
90, Male, Odisha, 6867554436, 160.34 cm, 76.95 kg
71, Male, Maharashtra, 7666461278, 172.15 cm, 73.94 kg
6, Female, Telangana, 8811874365, 168.31 cm, 77.82 kg
10, Female, Meghalaya, 8773234381, 160.01 cm, 75.52 kg
79, Female, Andhra Pradesh, 8482484173, 156.66 cm, 70.07 kg
24, Male, Maharashtra, 6855442765, 175.14 cm, 75.06 kg
93, Male, Arunachal Pradesh, 9226858254, 152.98 cm, 75.0 kg
87, Male, Goa, 6136544762, 148.65 cm, 63.61 kg
81, Male, Arunachal Pradesh, 7373247112, 179.25 cm, 63.15 kg
22, Male, Meghalaya, 8174373462, 141.29 cm, 69.7 kg
7, Female, Jharkhand, 7518777833, 153.44 cm, 69.53 kg
82, Male, Uttar Pradesh, 8864836775, 164.0 cm, 61.24 kg
75, Female, Mizoram, 8451638572, 159.97 cm, 67.22 kg
73, Male, Chhattisgarh, 8576571626, 153.9 cm, 70.38 kg
6, Male, Bihar, 8352743723, 162.24 cm, 74.25 kg
45, Female, Bihar, 9738571686, 148.55 cm, 79.2 kg
96, Female, Sikkim, 9245283847, 163.91 cm, 68.97 kg
34, Female, Tripura, 7745814537, 149.36 cm, 64.87 kg
75, Female, Goa, 6175373734, 173.64 cm, 64.41 kg
75, Female, Rajasthan, 7542233427, 170.64 cm, 72.79 kg
78, Female, Arunachal Pradesh, 7588585867, 132.71 cm, 67.39 kg
13, Female, Tamil Nadu, 9551877656, 176.48 cm, 65.22 kg
16, Female, Tripura, 6667746473, 141.23 cm, 72.98 kg
66, Female, Mizoram, 9472714277, 173.45 cm, 74.54 kg
89, Male, Telangana, 9517784744, 161.54 cm, 71.65 kg
14, Female, Uttarakhand, 6624532443, 158.02 cm, 59.93 kg
54, Female, Chhattisgarh, 7558385287, 163.0 cm, 73.31 kg
74, Male, Himachal Pradesh, 6317488278, 167.46 cm, 70.64 kg
12, Female, Manipur, 7273748751, 166.94 cm, 72.05 kg
78, Male, Assam, 8468778884, 166.09 cm, 67.63 kg
91, Male, Rajasthan, 6475513525, 172.43 cm, 73.67 kg
53, Female, West Bengal, 9637658656, 139.98 cm, 58.77 kg
47, Male, Uttar Pradesh, 8848118354, 166.71 cm, 76.63 kg
65, Female, Mizoram, 6715638418, 155.57 cm, 72.58 kg
92, Male, Assam, 7727531688, 173.96 cm, 62.99 kg
7, Male, Uttarakhand, 9676523572, 142.86 cm, 74.63 kg
17, Female, Madhya Pradesh, 7785555358, 170.36 cm, 65.25 kg
67, Male, Andhra Pradesh, 8637246242, 161.71 cm, 70.22 kg
73, Female, Uttar Pradesh, 8466334783, 162.53 cm, 64.32 kg
68, Male, West Bengal, 8263145272, 161.95 cm, 78.45 kg
47, Male, Tripura, 7362647272, 180.65 cm, 68.44 kg
34, Female, Madhya Pradesh, 6816513875, 179.72 cm, 67.12 kg
59, Male, Mizoram, 6864417537, 143.99 cm, 78.53 kg
81, Female, Haryana, 8782872551, 173.7 cm, 73.35 kg
89, Female, Arunachal Pradesh, 9846188441, 139.39 cm, 66.22 kg
3, Female, Uttarakhand, 9545631346, 167.76 cm, 74.91 kg
62, Female, Tamil Nadu, 6235426465, 157.31 cm, 70.29 kg
34, Male, Bihar, 7222718231, 158.15 cm, 66.17 kg
33, Female, Karnataka, 6582132625, 177.91 cm, 75.43 kg
45, Male, Himachal Pradesh, 9761523765, 190.57 cm, 67.74 kg
59, Female, Kerala, 6816758488, 156.98 cm, 76.71 kg
36, Male, Chhattisgarh, 8378222177, 162.57 cm, 72.36 kg
94, Male, Punjab, 8521544158, 152.78 cm, 72.48 kg
57, Male, Telangana, 8617732521, 153.14 cm, 63.36 kg
61, Female, Jharkhand, 6571475246, 161.19 cm, 82.32 kg
33, Male, Tamil Nadu, 6882274328, 150.04 cm, 63.7 kg
51, Male, West Bengal, 7182578225, 160.36 cm, 62.19 kg
74, Male, Tamil Nadu, 9647132657, 167.92 cm, 65.1 kg
50, Male, Goa, 8751172183, 159.69 cm, 64.52 kg
30, Male, Rajasthan, 7337263182, 165.16 cm, 64.79 kg
62, Male, Gujarat, 9824727738, 160.72 cm, 78.74 kg
96, Female, Goa, 6813581335, 156.66 cm, 73.05 kg
45, Female, Goa, 8752725673, 165.8 cm, 69.93 kg
21, Female, Andhra Pradesh, 8648823271, 167.93 cm, 67.88 kg
30, Male, Mizoram, 8176177721, 162.59 cm, 74.91 kg
57, Male, Bihar, 6536884768, 157.82 cm, 77.48 kg
2, Male, Haryana, 9611681825, 169.01 cm, 72.45 kg
24, Male, Uttar Pradesh, 8178146777, 147.41 cm, 71.82 kg
26, Male, Maharashtra, 7234475567, 160.53 cm, 62.59 kg
15, Male, Punjab, 9224817533, 180.15 cm, 79.95 kg
89, Male, Andhra Pradesh, 6214847525, 152.63 cm, 67.92 kg
97, Male, Nagaland, 8657436261, 149.2 cm, 66.48 kg
81, Male, Uttar Pradesh, 7414834376, 169.29 cm, 69.13 kg
20, Female, Bihar, 8535822232, 164.24 cm, 71.82 kg
11, Male, Mizoram, 6618424576, 178.52 cm, 74.7 kg
75, Male, Sikkim, 7235835286, 161.98 cm, 76.67 kg
79, Female, Himachal Pradesh, 8345783666, 160.53 cm, 69.84 kg
58, Male, Rajasthan, 9833465616, 152.63 cm, 73.54 kg
88, Male, Madhya Pradesh, 7287358227, 169.3 cm, 70.18 kg
93, Female, Bihar, 9134266322, 176.42 cm, 72.99 kg
27, Female, Telangana, 6526132462, 161.09 cm, 64.34 kg
37, Female, Arunachal Pradesh, 7444778662, 166.11 cm, 64.99 kg
49, Female, Uttarakhand, 7515451732, 163.9 cm, 68.18 kg
98, Male, Uttarakhand, 7177676374, 160.0 cm, 67.29 kg
51, Female, Punjab, 6861155851, 173.57 cm, 64.87 kg
14, Female, Rajasthan, 7241111454, 161.66 cm, 72.26 kg
52, Female, Kerala, 8581822641, 149.09 cm, 70.87 kg
22, Female, Rajasthan, 7166254434, 151.37 cm, 67.1 kg
67, Female, Mizoram, 7182555333, 174.51 cm, 68.8 kg
67, Male, Himachal Pradesh, 9456236756, 158.85 cm, 74.11 kg
74, Male, Bihar, 8732871116, 173.2 cm, 65.12 kg
34, Female, Goa, 6738687253, 161.36 cm, 69.12 kg
72, Female, Haryana, 9878554424, 159.46 cm, 64.45 kg
29, Female, Madhya Pradesh, 6422384874, 177.85 cm, 64.71 kg
63, Female, Meghalaya, 6486244443, 164.08 cm, 72.07 kg
66, Male, Sikkim, 7321317484, 156.88 cm, 74.02 kg
15, Male, Bihar, 7643874553, 170.48 cm, 68.76 kg
28, Female, Manipur, 6768114118, 159.62 cm, 70.58 kg
75, Female, Kerala, 9886667451, 150.53 cm, 64.65 kg
6, Male, Madhya Pradesh, 7148658132, 151.36 cm, 65.62 kg
40, Female, Maharashtra, 8563518658, 160.2 cm, 77.67 kg
63, Female, Mizoram, 6623488117, 159.31 cm, 68.08 kg
27, Male, Andhra Pradesh, 8315775655, 165.91 cm, 71.11 kg
48, Female, Mizoram, 6367465223, 166.43 cm, 66.72 kg
66, Female, Mizoram, 6583353277, 159.39 cm, 73.67 kg
51, Female, Haryana, 7411266776, 152.56 cm, 63.93 kg
81, Male, Punjab, 8421164748, 156.57 cm, 76.13 kg
8, Female, Tamil Nadu, 8285523228, 149.94 cm, 65.21 kg
16, Male, Telangana, 6415657638, 171.04 cm, 68.16 kg
98, Female, Uttarakhand, 7273756588, 180.99 cm, 73.02 kg
66, Male, Karnataka, 8843254617, 149.82 cm, 67.84 kg
3, Male, Arunachal Pradesh, 8177158486, 156.11 cm, 67.06 kg
86, Female, Gujarat, 9787613811, 151.79 cm, 75.98 kg
70, Male, Chhattisgarh, 6888356423, 160.48 cm, 61.01 kg
41, Male, Assam, 9877283728, 154.35 cm, 65.93 kg
40, Male, Mizoram, 9864443514, 166.24 cm, 70.37 kg
84, Male, Kerala, 8883182212, 149.14 cm, 63.52 kg
70, Male, Sikkim, 6734233375, 198.11 cm, 73.85 kg
69, Male, Sikkim, 8137372288, 160.94 cm, 76.84 kg
16, Female, Rajasthan, 7147653866, 164.62 cm, 72.8 kg
99, Male, Gujarat, 6568547412, 157.24 cm, 69.93 kg
71, Female, Punjab, 6782533562, 155.24 cm, 75.88 kg
18, Female, Chhattisgarh, 6724753647, 148.62 cm, 76.03 kg
3, Male, Goa, 6888222636, 170.77 cm, 61.33 kg
58, Female, Nagaland, 9145187741, 162.28 cm, 66.02 kg
54, Male, Gujarat, 9565676312, 165.86 cm, 73.05 kg
5, Male, Sikkim, 8417524214, 167.7 cm, 71.44 kg
18, Female, Bihar, 7555581131, 149.63 cm, 67.62 kg
84, Male, Himachal Pradesh, 6811727778, 174.77 cm, 67.34 kg
67, Male, Mizoram, 9425852572, 169.57 cm, 65.46 kg
98, Female, Chhattisgarh, 8887236687, 160.65 cm, 58.92 kg
19, Male, Kerala, 7544587322, 154.5 cm, 66.71 kg
15, Female, Madhya Pradesh, 6425852368, 174.27 cm, 77.6 kg
95, Female, Odisha, 9481646631, 161.41 cm, 78.35 kg
69, Male, Meghalaya, 8831777217, 175.71 cm, 71.16 kg
68, Female, Assam, 6131825328, 170.12 cm, 65.64 kg
14, Female, Assam, 8388685225, 165.02 cm, 67.79 kg
54, Male, Uttar Pradesh, 8173442643, 150.38 cm, 70.16 kg
47, Female, Goa, 8137836885, 165.92 cm, 74.62 kg
47, Female, Madhya Pradesh, 6241175624, 165.56 cm, 65.71 kg
26, Male, Bihar, 7178227877, 145.45 cm, 67.59 kg
10, Male, Bihar, 8381671223, 182.9 cm, 66.69 kg
79, Male, Kerala, 6332486433, 160.26 cm, 72.09 kg
80, Female, Bihar, 8572813815, 148.31 cm, 77.06 kg
96, Male, Kerala, 6787336433, 152.22 cm, 81.5 kg
96, Female, Manipur, 6262781826, 151.28 cm, 66.1 kg
95, Male, Telangana, 6333663715, 167.75 cm, 77.26 kg
14, Male, Nagaland, 6832141656, 152.79 cm, 72.62 kg
64, Female, Punjab, 9822763352, 146.56 cm, 78.52 kg
52, Female, Bihar, 7468553447, 168.43 cm, 72.53 kg
73, Female, Meghalaya, 6286463575, 165.59 cm, 70.54 kg
3, Female, Himachal Pradesh, 8167852687, 158.8 cm, 64.85 kg
67, Male, Punjab, 7852883628, 150.23 cm, 63.97 kg
20, Male, Mizoram, 7224636855, 149.76 cm, 73.55 kg
11, Male, Tamil Nadu, 7384565178, 170.93 cm, 68.83 kg
10, Female, West Bengal, 8554457221, 163.71 cm, 69.18 kg
98, Female, Rajasthan, 6537141214, 157.5 cm, 59.7 kg
81, Female, Chhattisgarh, 6327787246, 161.56 cm, 69.88 kg
58, Female, Sikkim, 7621776535, 163.03 cm, 73.26 kg
14, Male, Manipur, 8222314612, 159.54 cm, 74.51 kg
94, Male, Punjab, 7468545274, 164.84 cm, 77.37 kg
33, Male, Odisha, 9253743567, 151.94 cm, 63.01 kg
35, Male, Madhya Pradesh, 9246753884, 167.57 cm, 73.16 kg
51, Female, Haryana, 9166825232, 156.22 cm, 74.05 kg
43, Male, Himachal Pradesh, 8654378116, 157.83 cm, 74.89 kg
24, Female, Tamil Nadu, 8766857721, 170.57 cm, 59.69 kg
43, Male, Sikkim, 6436862677, 165.46 cm, 75.07 kg
5, Female, Nagaland, 6754672572, 167.44 cm, 66.56 kg
74, Male, Tripura, 8114617528, 152.25 cm, 66.06 kg
85, Female, Arunachal Pradesh, 7741552175, 164.52 cm, 69.58 kg
2, Female, Himachal Pradesh, 8828564633, 163.98 cm, 72.72 kg
36, Male, Meghalaya, 7672882557, 160.74 cm, 67.23 kg
7, Female, Telangana, 7818333842, 167.39 cm, 68.89 kg
82, Male, Gujarat, 6364315357, 157.42 cm, 60.85 kg
5, Male, Andhra Pradesh, 7513474443, 160.1 cm, 63.54 kg
98, Male, Telangana, 9467682848, 168.74 cm, 69.63 kg
94, Female, Kerala, 6382474573, 165.69 cm, 60.42 kg
75, Female, Tamil Nadu, 7837866341, 162.95 cm, 70.0 kg
91, Female, Tripura, 8212712386, 149.0 cm, 79.61 kg
67, Male, Himachal Pradesh, 7785658661, 153.77 cm, 70.08 kg
45, Female, Manipur, 8638156685, 171.27 cm, 70.96 kg
13, Female, Goa, 6256731486, 158.08 cm, 76.18 kg
48, Female, Manipur, 6465221823, 147.51 cm, 73.46 kg
9, Female, Madhya Pradesh, 9185368486, 168.83 cm, 64.8 kg
8, Female, Tamil Nadu, 8512414865, 168.24 cm, 74.74 kg
26, Male, Uttarakhand, 8822562525, 172.42 cm, 69.1 kg
91, Female, Kerala, 6132873234, 164.93 cm, 61.78 kg
52, Male, Himachal Pradesh, 8568232733, 164.29 cm, 65.23 kg
46, Female, Arunachal Pradesh, 6428746762, 167.61 cm, 61.47 kg
74, Male, Jharkhand, 9774154783, 157.48 cm, 66.66 kg
70, Male, Tripura, 6754118574, 143.31 cm, 70.23 kg
91, Male, Telangana, 6772727824, 169.12 cm, 70.71 kg
86, Female, Haryana, 9544437782, 180.15 cm, 75.82 kg
45, Male, Manipur, 7275637384, 168.14 cm, 64.95 kg
40, Female, Mizoram, 8126442518, 154.34 cm, 65.19 kg
60, Male, Gujarat, 8622442238, 165.33 cm, 69.21 kg
25, Male, Telangana, 9655884138, 166.24 cm, 72.88 kg
69, Female, Jharkhand, 7737443572, 159.98 cm, 70.06 kg
22, Male, Nagaland, 6146656813, 185.64 cm, 66.85 kg
40, Male, Karnataka, 7415786811, 152.12 cm, 73.82 kg
67, Female, Goa, 9286434841, 172.13 cm, 72.09 kg
76, Female, Tripura, 6124136436, 147.73 cm, 78.29 kg
59, Male, Tamil Nadu, 8428548115, 172.37 cm, 64.39 kg
69, Female, Assam, 7331781367, 155.29 cm, 63.99 kg
8, Female, Sikkim, 8786627224, 154.27 cm, 80.53 kg
27, Female, Andhra Pradesh, 6124223417, 151.88 cm, 75.94 kg
79, Female, Manipur, 6686757313, 174.61 cm, 71.65 kg
82, Female, Haryana, 6151823842, 166.15 cm, 75.67 kg
94, Male, Haryana, 6785486311, 159.43 cm, 71.61 kg
53, Male, Andhra Pradesh, 7244784451, 158.73 cm, 62.36 kg
98, Female, Rajasthan, 7226268688, 154.65 cm, 67.8 kg
3, Male, Rajasthan, 7434513628, 162.62 cm, 70.59 kg
15, Male, Punjab, 7318747777, 149.01 cm, 60.32 kg
51, Male, Manipur, 8155621242, 161.8 cm, 73.89 kg
85, Male, Mizoram, 6376781334, 176.1 cm, 59.35 kg
69, Male, Goa, 7626228346, 179.62 cm, 76.66 kg
42, Male, Himachal Pradesh, 8325683322, 150.78 cm, 74.94 kg
37, Female, Uttar Pradesh, 8812413171, 143.61 cm, 74.44 kg
47, Male, Maharashtra, 6262436368, 170.92 cm, 78.74 kg
73, Female, Punjab, 8737652765, 171.75 cm, 63.67 kg
6, Male, Rajasthan, 8628414855, 158.05 cm, 69.68 kg
57, Male, Uttar Pradesh, 8254868773, 147.09 cm, 67.27 kg
83, Male, Goa, 6547462775, 177.3 cm, 73.13 kg
88, Female, Andhra Pradesh, 7337318524, 168.98 cm, 77.08 kg
35, Male, Tamil Nadu, 6632838564, 160.18 cm, 78.53 kg
83, Female, Telangana, 9611135325, 170.88 cm, 66.8 kg
18, Female, Karnataka, 8221818472, 155.04 cm, 71.92 kg
53, Female, Tripura, 7558256278, 158.83 cm, 65.78 kg
41, Female, Nagaland, 8878328513, 146.77 cm, 69.98 kg
11, Female, Goa, 9865618535, 155.93 cm, 74.82 kg
83, Female, Chhattisgarh, 8237714763, 161.58 cm, 77.55 kg
48, Female, Goa, 9877785852, 169.55 cm, 62.01 kg
70, Female, Mizoram, 9353711137, 152.11 cm, 60.98 kg
29, Female, Goa, 9167287624, 149.92 cm, 78.56 kg
7, Male, Chhattisgarh, 6812135814, 157.34 cm, 81.3 kg
34, Female, Nagaland, 8564572766, 150.19 cm, 66.51 kg
99, Female, Manipur, 9251657576, 171.17 cm, 60.69 kg
10, Male, Nagaland, 9736254762, 164.77 cm, 69.06 kg
56, Male, Rajasthan, 7648481514, 168.97 cm, 67.94 kg
71, Female, Rajasthan, 7465131127, 170.19 cm, 70.66 kg
33, Male, Uttarakhand, 9716358161, 160.01 cm, 73.76 kg
88, Female, Uttarakhand, 9512472773, 155.37 cm, 78.82 kg
78, Female, Sikkim, 6586665216, 159.84 cm, 59.49 kg
42, Female, Manipur, 8282844755, 164.12 cm, 69.68 kg
80, Male, Andhra Pradesh, 9266685764, 166.52 cm, 67.4 kg
83, Male, Madhya Pradesh, 8713551126, 168.66 cm, 73.45 kg
34, Male, Maharashtra, 6785583126, 154.93 cm, 70.2 kg
64, Female, Madhya Pradesh, 7538587616, 142.52 cm, 74.46 kg
58, Male, Rajasthan, 7334268772, 183.55 cm, 68.15 kg
22, Male, Rajasthan, 6362278735, 171.65 cm, 65.42 kg
12, Male, Sikkim, 6156561323, 147.64 cm, 66.55 kg
53, Female, Tripura, 7425138151, 171.29 cm, 62.58 kg
63, Male, Gujarat, 7348586628, 180.08 cm, 69.65 kg
93, Female, Haryana, 9483137142, 154.85 cm, 63.86 kg
1, Male, Bihar, 7251782157, 158.84 cm, 75.3 kg
58, Male, Bihar, 7258776351, 177.65 cm, 70.88 kg
66, Female, Goa, 8254555128, 148.86 cm, 64.46 kg
50, Female, Tamil Nadu, 7145323171, 170.61 cm, 69.58 kg
19, Female, Tamil Nadu, 7883723428, 170.93 cm, 71.72 kg
8, Female, Tamil Nadu, 6752126768, 170.06 cm, 68.91 kg
97, Male, Jharkhand, 8632153175, 163.73 cm, 65.97 kg
57, Female, Gujarat, 6331771436, 171.55 cm, 82.82 kg
16, Female, Himachal Pradesh, 9322521381, 150.85 cm, 75.41 kg
74, Female, Himachal Pradesh, 7838321337, 182.32 cm, 66.29 kg
76, Female, West Bengal, 9244587688, 167.37 cm, 61.88 kg
88, Male, Goa, 9455131225, 161.96 cm, 69.41 kg
40, Male, Manipur, 9146764728, 175.54 cm, 72.52 kg
2, Male, Karnataka, 8274587536, 169.83 cm, 67.62 kg
65, Female, Tripura, 8612622827, 146.97 cm, 64.01 kg
36, Male, Maharashtra, 9282264584, 154.89 cm, 65.21 kg
5, Male, Assam, 7528768457, 154.95 cm, 72.53 kg
39, Male, Madhya Pradesh, 7341721872, 149.23 cm, 66.41 kg
60, Female, Jharkhand, 7322476262, 150.48 cm, 71.1 kg
42, Male, Manipur, 7816863153, 145.9 cm, 68.9 kg
76, Male, Maharashtra, 6462843286, 167.37 cm, 65.05 kg
95, Female, Madhya Pradesh, 9221445285, 163.19 cm, 72.12 kg
51, Male, Himachal Pradesh, 7263511275, 158.32 cm, 67.7 kg
68, Male, Chhattisgarh, 7575564844, 148.99 cm, 70.75 kg
50, Female, Karnataka, 7266788184, 171.16 cm, 68.49 kg
25, Male, West Bengal, 6522848831, 155.24 cm, 65.96 kg
81, Female, Rajasthan, 6342687616, 157.41 cm, 77.86 kg
38, Male, Mizoram, 7776216287, 147.79 cm, 68.15 kg
41, Female, West Bengal, 7148258526, 159.29 cm, 59.98 kg
76, Male, Chhattisgarh, 6556871612, 175.48 cm, 70.3 kg
38, Female, Telangana, 9386781134, 171.95 cm, 71.97 kg
40, Male, West Bengal, 8628467652, 164.96 cm, 72.4 kg
6, Male, Arunachal Pradesh, 6165274238, 170.75 cm, 76.13 kg
27, Female, Arunachal Pradesh, 6265221415, 160.35 cm, 67.33 kg
76, Male, Odisha, 7484842533, 161.96 cm, 75.67 kg
19, Male, Bihar, 8673886863, 156.65 cm, 71.6 kg
80, Female, Haryana, 6358262458, 155.92 cm, 73.68 kg
51, Male, Assam, 7244116187, 147.73 cm, 81.14 kg
96, Female, Chhattisgarh, 9378787424, 140.78 cm, 63.33 kg
42, Male, Assam, 9837583752, 163.93 cm, 70.8 kg
84, Male, Telangana, 9682346753, 157.62 cm, 75.56 kg
67, Female, Meghalaya, 7737716227, 166.43 cm, 70.22 kg
26, Female, Maharashtra, 9726126255, 155.04 cm, 70.32 kg
89, Male, Jharkhand, 8684665334, 171.57 cm, 72.14 kg
37, Male, Gujarat, 9427351334, 161.29 cm, 72.7 kg
98, Male, Madhya Pradesh, 6745876236, 176.87 cm, 72.65 kg
48, Male, Assam, 9683552374, 143.59 cm, 76.62 kg
73, Female, Chhattisgarh, 7732526682, 159.6 cm, 68.46 kg
24, Male, Odisha, 7118587353, 139.36 cm, 69.13 kg
61, Male, Gujarat, 8257216285, 164.69 cm, 66.46 kg
4, Female, Gujarat, 9815834168, 154.55 cm, 66.63 kg
65, Male, Rajasthan, 7457827271, 151.28 cm, 65.96 kg
80, Female, Madhya Pradesh, 9832847552, 160.37 cm, 74.97 kg
40, Male, Sikkim, 9386341824, 153.98 cm, 72.87 kg
66, Male, Maharashtra, 9768551381, 167.17 cm, 62.98 kg
75, Male, Uttarakhand, 7233661857, 158.66 cm, 64.8 kg
2, Male, Maharashtra, 6121263224, 171.69 cm, 74.38 kg
75, Female, Mizoram, 6158133676, 151.19 cm, 59.47 kg
53, Male, West Bengal, 6475613555, 160.28 cm, 63.92 kg
89, Female, Tripura, 9224453862, 160.45 cm, 62.48 kg
4, Male, Uttarakhand, 8783626642, 151.9 cm, 69.86 kg
8, Male, Andhra Pradesh, 9885462822, 150.98 cm, 69.23 kg
96, Male, Tripura, 8544137143, 168.0 cm, 61.17 kg
93, Female, Manipur, 7363638454, 173.9 cm, 68.45 kg
92, Female, West Bengal, 7423741468, 161.11 cm, 77.94 kg
45, Male, Manipur, 6276783421, 155.96 cm, 73.23 kg
67, Female, Uttar Pradesh, 9653328161, 154.25 cm, 67.82 kg
28, Female, Punjab, 7842382364, 177.84 cm, 60.84 kg
10, Male, Odisha, 8374647277, 161.1 cm, 77.29 kg
79, Female, Bihar, 8152757185, 145.27 cm, 80.38 kg
99, Male, Goa, 7653662874, 150.66 cm, 68.57 kg
75, Male, Assam, 8554845583, 165.79 cm, 69.43 kg
25, Female, Telangana, 6232145225, 147.48 cm, 68.31 kg
60, Male, Odisha, 7177167512, 157.29 cm, 73.0 kg
9, Female, Sikkim, 9761774216, 162.61 cm, 73.41 kg
78, Male, Uttar Pradesh, 6112771776, 162.83 cm, 76.2 kg
29, Female, Chhattisgarh, 7734252611, 164.55 cm, 69.06 kg
94, Female, Odisha, 7334632116, 160.61 cm, 68.97 kg
35, Male, Kerala, 8184884686, 171.21 cm, 63.97 kg
75, Male, Himachal Pradesh, 7113881186, 150.79 cm, 76.4 kg
35, Male, West Bengal, 7731832474, 165.72 cm, 68.92 kg
15, Female, Himachal Pradesh, 6767527226, 165.13 cm, 73.23 kg
84, Female, Tamil Nadu, 6758218358, 154.4 cm, 76.59 kg
92, Male, Bihar, 6682342543, 142.78 cm, 64.5 kg
64, Male, Andhra Pradesh, 6541172616, 165.49 cm, 72.38 kg
11, Female, Meghalaya, 8466421644, 152.28 cm, 70.14 kg
45, Male, Karnataka, 6538834831, 166.42 cm, 63.77 kg
82, Female, Uttarakhand, 7684385867, 171.69 cm, 66.2 kg
16, Female, Goa, 6836525336, 158.01 cm, 64.65 kg
80, Female, Manipur, 9414577835, 144.42 cm, 73.98 kg
84, Female, Gujarat, 9344611865, 163.75 cm, 57.08 kg
24, Female, Manipur, 8845533227, 145.03 cm, 64.81 kg
62, Male, Uttar Pradesh, 9856246712, 158.83 cm, 67.45 kg
67, Female, Jharkhand, 8557514758, 160.31 cm, 66.21 kg
34, Male, Himachal Pradesh, 9284338418, 153.3 cm, 79.93 kg
13, Male, Chhattisgarh, 8638112824, 158.45 cm, 66.27 kg
75, Male, Tripura, 9642314777, 153.12 cm, 71.2 kg
52, Male, Sikkim, 7278862255, 167.91 cm, 71.0 kg
15, Male, Nagaland, 8174457823, 149.61 cm, 72.92 kg
64, Female, Kerala, 9662822615, 144.64 cm, 82.23 kg
58, Female, Arunachal Pradesh, 9158233388, 167.06 cm, 76.77 kg
27, Male, Himachal Pradesh, 7473352565, 166.09 cm, 69.49 kg
53, Female, Uttar Pradesh, 7172634177, 149.6 cm, 64.68 kg
44, Female, Odisha, 6621571538, 165.57 cm, 71.29 kg
99, Male, Goa, 7135213274, 161.08 cm, 67.89 kg
12, Male, Chhattisgarh, 6216344418, 160.43 cm, 67.1 kg
60, Male, West Bengal, 9457834778, 159.86 cm, 70.63 kg
93, Female, Madhya Pradesh, 8338311418, 174.29 cm, 66.51 kg
71, Male, Odisha, 7428718823, 166.66 cm, 58.18 kg
19, Male, Assam, 9466443644, 183.76 cm, 66.23 kg
15, Female, West Bengal, 7151244884, 151.74 cm, 53.99 kg
79, Female, Mizoram, 7453213461, 163.14 cm, 59.74 kg
25, Male, Karnataka, 8182157786, 152.01 cm, 64.06 kg
80, Male, Uttar Pradesh, 8754811386, 153.84 cm, 67.68 kg
43, Female, West Bengal, 9568358461, 165.85 cm, 73.38 kg
65, Female, Telangana, 7872482122, 148.61 cm, 74.79 kg
62, Male, Gujarat, 7325412561, 157.78 cm, 66.54 kg
65, Female, Punjab, 8364628544, 163.33 cm, 76.1 kg
38, Female, Jharkhand, 9251523781, 159.02 cm, 68.91 kg
93, Female, Manipur, 8873853228, 153.52 cm, 57.25 kg
29, Male, Himachal Pradesh, 7542811754, 164.25 cm, 76.87 kg
95, Female, Nagaland, 9147545615, 162.93 cm, 75.38 kg
25, Male, Nagaland, 9632354361, 171.5 cm, 61.85 kg
77, Female, Odisha, 9456523334, 176.47 cm, 68.18 kg
78, Male, Sikkim, 7342384424, 157.01 cm, 73.75 kg
39, Male, Nagaland, 8544748168, 164.04 cm, 69.16 kg
11, Male, Karnataka, 8758272171, 146.31 cm, 71.76 kg
64, Male, Sikkim, 8461236287, 154.99 cm, 63.7 kg
16, Female, Assam, 8153537846, 161.93 cm, 65.97 kg
79, Male, Rajasthan, 9128884744, 153.57 cm, 76.0 kg
9, Female, Punjab, 6858613215, 177.5 cm, 70.25 kg
84, Male, Uttar Pradesh, 7245344128, 154.12 cm, 71.78 kg
61, Female, Uttar Pradesh, 8731541752, 144.71 cm, 79.42 kg
46, Male, Telangana, 7722616781, 159.64 cm, 63.01 kg
93, Female, Maharashtra, 7861427438, 160.34 cm, 63.1 kg
21, Female, Chhattisgarh, 8371235352, 157.24 cm, 76.07 kg
77, Female, Jharkhand, 9616838854, 165.69 cm, 56.22 kg
72, Female, Himachal Pradesh, 9215861737, 158.12 cm, 61.1 kg
55, Female, Uttar Pradesh, 7555763288, 158.61 cm, 71.2 kg
37, Male, West Bengal, 6325513563, 162.8 cm, 70.91 kg
35, Male, Mizoram, 8422117113, 176.07 cm, 69.24 kg
59, Male, Arunachal Pradesh, 9584674874, 151.54 cm, 72.18 kg
80, Male, Nagaland, 7588513636, 157.81 cm, 73.11 kg
90, Male, Meghalaya, 6726325624, 157.82 cm, 67.72 kg
71, Female, Telangana, 6537583232, 169.98 cm, 69.57 kg
54, Male, Sikkim, 8247132864, 151.52 cm, 71.59 kg
4, Female, Himachal Pradesh, 8824532874, 158.09 cm, 72.52 kg
87, Female, Mizoram, 8677784154, 160.64 cm, 77.99 kg
41, Female, Rajasthan, 7335574638, 161.72 cm, 68.76 kg
27, Male, Uttar Pradesh, 9665773336, 162.61 cm, 63.49 kg
